User_ID,Age,Gender,Height_cm,Previous_Weight_kg,Current_Weight_kg,Target_Weight_kg,Goal_Type,Activity_Level,BMI,BMR_kcal,TDEE_kcal,Calories_Needed_kcal,Calories_to_Burn_kcal,Daily_Calories_Intake,Calories_Burned,Steps,Workout_Minutes,Sleep_Hours,Water_Litres,Protein_g,Stress_Level,Days_to_Goal
USR1128,38,Male,164.1,104.6,105.8,118.3,Weight Gain,Lightly Active,39.3,1899,2611,2940,-64,2754,884,17252,26,4.0,1.9,129,Low,293
USR1129,55,Male,167.3,88.7,88.3,63.7,Weight Loss,Lightly Active,31.5,1659,2281,1910,621,1826,832,17895,15,5.9,2.7,127,Medium,511
USR1130,37,Male,170.0,69.0,70.1,76.2,Weight Gain,Very Active,24.3,1584,2732,3204,-142,2972,1099,9623,73,8.7,1.9,130,Low,100
USR1131,46,Female,152.6,60.3,60.4,38.8,Weight Loss,Lightly Active,25.9,1167,1605,1188,532,1230,383,6587,27,8.5,2.2,117,Medium,399
USR1132,21,Male,153.4,77.4,80.3,80.3,Maintenance,Moderately Active,34.1,1662,2576,2576,212,2631,706,11224,37,6.1,3.0,123,Low,0
USR1133,24,Male,176.5,73.7,71.7,62.0,Weight Loss,Lightly Active,23.0,1705,2344,2017,496,2068,563,8037,38,6.6,2.9,137,Medium,228
USR1134,45,Male,166.6,81.0,81.6,69.1,Weight Loss,Lightly Active,29.4,1637,2251,1788,534,1848,238,3155,18,6.4,2.4,111,High,208
USR1135,45,Female,164.9,58.5,58.4,58.4,Maintenance,Lightly Active,21.5,1229,1690,1690,140,1741,468,11292,20,5.4,2.0,80,Low,0
USR1136,21,Male,172.8,67.2,65.4,58.9,Weight Loss,Moderately Active,21.9,1634,2533,2092,626,1863,615,12977,31,5.9,2.1,123,Medium,113
USR1137,39,Female,166.3,67.6,69.1,59.6,Weight Loss,Lightly Active,25.0,1374,1889,1551,570,1433,772,16466,19,8.2,2.7,133,Low,216
USR1138,29,Male,183.9,93.3,92.0,92.0,Maintenance,Sedentary,27.2,1929,2315,2315,36,1978,120,2996,9,7.6,2.2,127,High,0
USR1139,62,Male,183.7,85.4,84.7,65.8,Weight Loss,Moderately Active,25.1,1690,2620,2263,693,2193,1119,16199,53,7.3,1.9,106,High,408
USR1140,20,Female,171.0,55.9,55.1,34.6,Weight Loss,Sedentary,18.8,1359,1631,1254,520,1123,476,11627,18,5.4,2.9,70,High,419
USR1141,39,Female,163.1,59.8,58.3,52.4,Weight Loss,Lightly Active,21.9,1246,1713,1330,520,1324,457,7209,37,7.1,2.3,82,High,119
USR1142,61,Male,173.2,111.1,110.7,97.1,Weight Loss,Lightly Active,36.9,1890,2599,2105,600,2474,354,4545,23,4.2,1.9,200,Medium,212
USR1143,19,Female,169.1,91.8,91.6,84.2,Weight Loss,Lightly Active,32.0,1717,2361,2045,446,2162,433,5700,17,8.0,2.5,147,Low,180
USR1144,41,Female,143.7,67.9,69.4,74.5,Weight Gain,Moderately Active,33.6,1226,1900,2363,-222,2592,802,8765,58,7.3,2.8,109,Low,85
USR1145,51,Male,174.0,102.6,104.2,115.6,Weight Gain,Moderately Active,34.4,1880,2914,3393,-213,3516,888,6984,52,5.4,1.6,174,Medium,183
USR1146,44,Female,156.7,77.6,75.6,60.6,Weight Loss,Lightly Active,30.8,1354,1862,1300,657,1285,316,2353,39,8.9,2.1,145,Medium,206
USR1147,58,Female,157.6,67.0,67.6,44.7,Weight Loss,Sedentary,27.2,1210,1452,963,562,962,244,4318,9,4.8,2.1,86,Medium,361
USR1148,18,Female,165.1,80.5,82.9,82.9,Maintenance,Moderately Active,30.4,1610,2496,2496,329,2626,1097,15703,56,7.6,2.5,146,Low,0
USR1149,25,Female,159.5,62.5,60.2,60.2,Maintenance,Lightly Active,23.7,1313,1805,1805,234,1842,779,14719,26,7.7,2.6,117,Low,0
USR1150,40,Female,166.2,61.3,61.1,38.4,Weight Loss,Very Active,22.1,1289,2224,1860,658,1817,979,10930,67,5.5,1.9,84,Medium,480
USR1151,55,Female,161.7,55.2,56.7,56.7,Maintenance,Lightly Active,21.7,1142,1570,1570,82,1784,273,4519,38,7.0,1.3,106,Low,0
USR1152,23,Female,163.2,89.2,89.9,101.7,Weight Gain,Moderately Active,33.8,1643,2547,2913,-100,2980,885,16067,38,5.0,2.8,158,Medium,248
USR1153,39,Female,158.6,66.2,63.8,47.5,Weight Loss,Very Active,25.4,1273,2196,1724,721,1510,831,7427,53,4.0,1.5,77,Medium,266
USR1154,42,Female,154.5,52.9,52.3,36.8,Weight Loss,Moderately Active,21.9,1118,1733,1164,743,1137,581,6603,56,5.7,2.4,72,Medium,210
USR1155,35,Female,156.8,69.4,69.4,49.9,Weight Loss,Lightly Active,28.2,1338,1840,1275,726,1283,536,10246,19,6.3,2.1,117,Low,266
USR1156,34,Female,161.3,59.2,62.2,62.2,Maintenance,Moderately Active,23.9,1299,2013,2013,159,1952,529,4084,47,7.8,2.3,100,High,0
USR1157,29,Male,174.0,84.6,82.7,94.2,Weight Gain,Lightly Active,27.3,1774,2439,2917,-429,2859,163,2899,21,7.1,3.2,134,Low,185
USR1158,23,Female,172.3,70.7,73.6,81.2,Weight Gain,Moderately Active,24.8,1537,2382,2833,-231,2770,732,12294,35,7.1,4.0,102,Low,130
USR1159,43,Female,157.4,85.3,84.6,65.3,Weight Loss,Sedentary,34.1,1454,1745,1368,514,1100,455,10715,9,5.8,1.2,147,Medium,394
USR1160,44,Male,169.3,62.7,60.9,67.2,Weight Gain,Moderately Active,21.2,1452,2251,2625,-61,2331,1044,17250,52,6.4,2.8,86,Low,130
USR1161,25,Female,160.0,58.5,58.0,58.0,Maintenance,Sedentary,22.7,1294,1553,1553,30,1455,100,2462,5,5.9,2.1,88,Low,0
USR1162,36,Male,178.3,67.5,68.2,68.2,Maintenance,Sedentary,21.5,1621,1945,1945,179,1885,597,14984,17,5.5,2.8,102,Low,0
USR1163,59,Male,175.3,97.0,95.3,71.1,Weight Loss,Moderately Active,31.0,1759,2726,2275,626,2074,584,3501,53,6.3,2.8,166,Medium,413
USR1164,18,Female,165.7,43.5,42.2,55.5,Weight Gain,Sedentary,15.4,1207,1448,1888,-221,1734,731,16060,15,7.1,3.0,54,High,233
USR1165,46,Male,165.7,110.4,112.5,90.7,Weight Loss,Moderately Active,41.0,1936,3001,2649,631,2611,931,14068,36,6.3,2.4,153,Medium,477
USR1166,62,Female,164.6,69.6,72.6,85.4,Weight Gain,Very Active,26.8,1284,2215,2553,-93,2708,817,2715,76,6.6,1.7,99,Medium,292
USR1167,52,Female,159.2,46.5,45.4,58.2,Weight Gain,Very Active,17.9,1028,1773,2177,-198,2322,688,7330,60,7.8,2.8,58,Low,244
USR1168,57,Female,157.1,63.2,61.1,39.2,Weight Loss,Moderately Active,24.8,1147,1778,1367,643,1517,774,13489,44,6.4,2.3,83,Low,410
USR1169,31,Male,172.0,83.6,85.4,85.4,Maintenance,Lightly Active,28.9,1779,2446,2446,115,2294,384,9174,16,5.4,2.1,144,Low,0
USR1170,52,Male,173.3,89.2,89.8,72.9,Weight Loss,Lightly Active,29.9,1726,2373,2053,488,2020,561,12971,18,7.7,1.9,160,High,407
USR1171,62,Female,166.8,64.0,61.6,61.6,Maintenance,Lightly Active,22.1,1188,1634,1634,236,1819,785,16134,31,7.3,2.8,106,Low,0
USR1172,37,Female,158.4,81.2,83.9,65.6,Weight Loss,Sedentary,33.4,1483,1780,1386,490,1121,320,5611,17,7.4,3.2,133,High,358
USR1173,30,Female,154.5,67.9,65.4,74.4,Weight Gain,Lightly Active,27.4,1309,1800,2247,-269,2178,594,11180,32,7.8,1.5,81,Low,155
USR1174,55,Male,167.2,73.0,73.8,73.8,Maintenance,Moderately Active,26.4,1513,2345,2345,235,2378,783,12020,38,7.5,2.6,145,Medium,0
USR1175,63,Female,163.3,50.4,49.9,27.1,Weight Loss,Lightly Active,18.7,1044,1436,1036,436,780,119,2211,30,7.0,2.0,67,High,439
USR1176,25,Female,166.1,86.4,86.7,65.5,Weight Loss,Lightly Active,31.4,1619,2226,1725,633,1789,440,9356,22,9.9,1.3,150,Medium,326
USR1177,60,Female,161.3,62.1,60.4,39.7,Weight Loss,Moderately Active,23.2,1151,1784,1406,634,1638,852,13338,34,5.5,2.3,117,Medium,422
USR1178,37,Male,179.2,60.6,61.7,47.5,Weight Loss,Sedentary,19.2,1557,1868,1350,573,1534,184,2753,4,6.3,1.7,108,Medium,211
USR1179,50,Female,152.8,81.2,84.0,92.8,Weight Gain,Lightly Active,36.0,1384,1903,2281,-93,2254,951,17473,34,8.2,1.3,115,Low,179
USR1180,43,Female,160.8,32.8,32.6,44.6,Weight Gain,Sedentary,12.6,955,1146,1559,-352,1681,205,5750,5,7.2,1.7,47,Low,224
USR1181,56,Female,160.2,72.8,72.9,72.9,Maintenance,Moderately Active,28.4,1289,1998,1998,237,1741,791,13881,34,7.9,1.6,89,High,0
USR1182,38,Male,189.7,61.4,59.8,59.8,Maintenance,Moderately Active,16.6,1599,2478,2478,151,2520,502,5222,49,7.2,1.8,101,Low,0
USR1183,59,Female,170.2,82.9,85.3,60.6,Weight Loss,Moderately Active,29.4,1461,2265,1945,471,1899,504,2435,40,8.6,1.4,144,Low,594
USR1184,60,Female,161.3,52.9,55.7,66.0,Weight Gain,Lightly Active,21.4,1104,1518,1847,-133,1825,654,12093,36,5.8,2.0,99,High,241
USR1185,58,Male,179.2,52.0,53.7,53.7,Maintenance,Moderately Active,16.7,1372,2127,2127,256,2143,853,14371,47,8.6,1.8,65,Low,0
USR1186,26,Female,155.4,69.3,69.6,51.1,Weight Loss,Moderately Active,28.8,1376,2133,1830,557,1888,846,11427,57,8.4,2.4,129,Medium,470
USR1187,41,Female,171.3,72.2,74.9,58.2,Weight Loss,Lightly Active,25.5,1454,1999,1470,706,1252,591,10970,20,5.5,2.6,134,High,243
USR1188,54,Male,177.7,99.5,97.4,78.0,Weight Loss,Lightly Active,30.8,1820,2502,2034,615,1887,489,6929,27,7.8,2.4,128,Medium,319
USR1189,58,Male,166.6,74.0,73.9,73.9,Maintenance,Moderately Active,26.6,1495,2317,2317,249,2279,830,14044,36,6.9,2.1,109,Medium,0
USR1190,34,Female,173.9,59.1,59.3,68.7,Weight Gain,Lightly Active,19.6,1349,1855,2156,-62,1889,795,16796,36,6.3,2.0,101,High,240
USR1191,41,Male,174.4,88.5,88.5,98.2,Weight Gain,Moderately Active,29.1,1775,2751,3239,-318,3260,568,3960,47,4.7,1.7,141,Low,153
USR1192,38,Female,161.9,67.5,69.3,48.9,Weight Loss,Sedentary,26.4,1354,1625,1106,596,1231,256,6272,17,5.8,1.7,90,Low,303
USR1193,56,Male,177.5,107.0,108.0,108.0,Maintenance,Lightly Active,34.3,1914,2632,2632,199,2841,664,11998,23,7.8,2.6,137,Medium,0
USR1194,58,Female,155.4,65.3,63.1,56.3,Weight Loss,Lightly Active,26.1,1151,1583,1210,625,1224,840,16647,36,8.0,1.1,115,Medium,140
USR1195,56,Male,183.6,97.9,97.0,104.8,Weight Gain,Lightly Active,28.8,1842,2533,2880,-232,3163,382,7813,26,6.7,2.2,129,Low,173
USR1196,30,Female,159.6,59.8,58.8,37.8,Weight Loss,Lightly Active,23.1,1274,1752,1214,730,1209,640,13422,26,8.0,2.0,79,Medium,301
USR1197,28,Female,163.3,77.6,78.0,67.8,Weight Loss,Very Active,29.2,1500,2588,2278,602,2089,974,3724,85,8.1,2.6,145,Low,253
USR1198,63,Female,151.5,82.2,80.9,80.9,Maintenance,Moderately Active,35.2,1280,1984,1984,232,1976,772,10377,41,7.2,1.3,137,Low,0
USR1199,36,Female,164.8,57.2,54.9,54.9,Maintenance,Moderately Active,20.2,1238,1919,1919,111,1888,370,3494,36,6.1,2.2,92,Medium,0
USR1200,28,Male,172.1,78.5,79.4,74.0,Weight Loss,Moderately Active,26.8,1735,2689,2105,759,2182,583,3979,56,7.5,2.4,126,Low,71
USR1201,30,Female,160.6,57.2,59.3,53.5,Weight Loss,Sedentary,23.0,1286,1543,1082,568,1123,357,7428,11,7.6,1.1,98,Medium,97
USR1202,63,Male,168.6,87.1,89.7,68.2,Weight Loss,Moderately Active,31.6,1641,2544,2234,505,2264,649,6053,42,7.8,1.6,151,Medium,534
USR1203,62,Male,177.2,80.5,83.3,66.1,Weight Loss,Lightly Active,26.5,1636,2250,1829,608,1974,625,10437,35,8.0,2.1,164,Low,315
USR1204,18,Male,177.9,99.3,101.0,85.5,Weight Loss,Lightly Active,31.9,2037,2801,2211,848,2147,859,16140,18,5.4,2.5,139,Low,202
USR1205,57,Male,176.1,61.7,59.5,59.5,Maintenance,Sedentary,19.2,1416,1699,1699,170,1780,567,14239,11,6.4,2.3,82,Low,0
USR1206,61,Female,155.6,59.9,62.0,62.0,Maintenance,Sedentary,25.6,1126,1351,1351,134,1393,446,9160,2,4.7,2.5,77,Low,0
USR1207,36,Female,164.1,71.3,70.7,60.5,Weight Loss,Sedentary,26.3,1392,1670,1197,608,1214,451,10575,11,7.9,1.6,122,Medium,166
USR1208,29,Male,191.7,87.6,89.0,98.1,Weight Gain,Sedentary,24.2,1948,2338,2693,-257,2683,326,9209,0,6.7,1.2,146,Medium,197
USR1209,25,Male,177.0,94.5,94.7,74.2,Weight Loss,Sedentary,30.2,1933,2320,2013,337,1822,100,2284,1,7.5,2.3,122,Low,514
USR1210,25,Female,167.5,68.2,70.2,57.1,Weight Loss,Moderately Active,25.0,1463,2268,1914,649,1876,982,17315,49,5.2,1.5,105,Medium,285
USR1211,62,Male,184.9,88.8,88.4,64.4,Weight Loss,Lightly Active,25.9,1735,2386,1920,610,1892,481,7083,24,8.7,1.7,119,High,397
USR1212,29,Male,169.4,76.9,74.3,87.8,Weight Gain,Lightly Active,25.9,1662,2285,2720,-347,2612,294,5994,24,5.6,2.8,109,Low,239
USR1213,50,Male,193.1,86.5,86.8,81.6,Weight Loss,Moderately Active,23.3,1830,2836,2479,642,2275,949,10491,53,7.9,2.3,170,Medium,112
USR1214,62,Female,164.3,60.5,58.5,50.1,Weight Loss,Sedentary,21.7,1141,1369,837,563,754,104,2900,12,7.1,1.9,102,Medium,122
USR1215,43,Female,162.4,81.9,84.7,63.3,Weight Loss,Moderately Active,32.1,1486,2303,1856,626,1785,595,3459,49,6.8,1.8,102,Low,369
USR1216,56,Male,158.5,75.0,75.2,63.5,Weight Loss,Moderately Active,29.9,1468,2275,1882,690,1681,989,15680,48,6.7,2.6,105,Medium,229
USR1217,45,Male,187.3,66.3,66.6,59.7,Weight Loss,Lightly Active,19.0,1617,2223,1874,456,1673,356,4921,29,6.2,2.3,80,High,152
USR1218,22,Female,169.7,65.3,67.7,67.7,Maintenance,Sedentary,23.5,1467,1760,1760,45,1446,151,4533,0,8.6,1.5,120,Low,0
USR1219,25,Female,154.0,61.1,61.8,69.0,Weight Gain,Sedentary,26.1,1294,1553,1865,-198,1909,380,8579,6,7.0,1.0,97,High,178
USR1220,42,Male,175.1,102.6,101.4,101.4,Maintenance,Lightly Active,33.1,1903,2617,2617,97,2764,324,2805,27,5.5,3.3,202,Medium,0
USR1221,44,Female,158.2,89.2,88.0,79.3,Weight Loss,Sedentary,35.2,1488,1786,1420,460,1422,315,9595,1,6.5,1.5,157,Low,183
USR1222,63,Male,171.9,86.7,86.7,68.5,Weight Loss,Lightly Active,29.3,1631,2243,1764,549,1703,232,4228,17,7.2,2.5,140,Medium,293
USR1223,40,Male,169.7,59.3,61.5,45.5,Weight Loss,Sedentary,21.4,1481,1777,1205,776,996,680,17218,6,8.1,3.1,113,Low,215
USR1224,47,Female,162.3,62.2,64.0,54.9,Weight Loss,Moderately Active,24.3,1258,1950,1544,515,1213,362,3921,38,6.3,2.3,113,Medium,173
USR1225,62,Male,176.7,82.6,85.4,91.8,Weight Gain,Sedentary,27.4,1653,1984,2292,-200,2287,359,6972,4,6.4,1.8,119,Low,160
USR1226,64,Female,153.0,58.4,55.8,38.9,Weight Loss,Moderately Active,23.8,1033,1601,1069,799,1161,889,14981,52,7.0,1.3,91,Medium,245
USR1227,40,Male,161.6,58.4,57.0,33.5,Weight Loss,Lightly Active,21.8,1385,1904,1551,416,1426,209,4387,17,8.0,1.3,94,Medium,513
USR1228,64,Male,176.3,63.6,61.1,69.1,Weight Gain,Moderately Active,19.7,1398,2167,2597,-177,2755,844,12730,59,5.4,2.4,95,Medium,143
USR1229,37,Female,157.2,59.3,60.8,50.0,Weight Loss,Sedentary,24.6,1244,1493,1163,539,1060,697,16830,16,7.6,3.1,82,Low,252
USR1230,35,Male,149.1,64.0,61.8,61.8,Maintenance,Moderately Active,27.8,1380,2139,2139,138,2302,461,3996,51,6.4,2.0,85,Medium,0
USR1231,35,Female,162.2,54.1,51.7,31.2,Weight Loss,Lightly Active,19.7,1195,1643,1220,515,1103,308,6825,23,6.6,1.9,74,Low,373
USR1232,19,Male,166.1,88.9,89.3,99.0,Weight Gain,Moderately Active,32.4,1841,2854,3300,-216,2901,768,7282,58,9.4,2.6,108,Medium,167
USR1233,21,Male,180.3,70.8,70.3,53.9,Weight Loss,Sedentary,21.6,1730,2076,1514,778,1608,719,15869,13,6.8,1.8,136,Low,225
USR1234,47,Male,180.1,98.4,99.7,99.7,Maintenance,Lightly Active,30.7,1893,2603,2603,110,2465,368,4503,24,7.9,2.4,174,Medium,0
USR1235,50,Female,162.9,76.9,76.8,56.6,Weight Loss,Sedentary,28.9,1375,1650,1174,690,943,713,17451,6,7.9,2.2,135,Low,327
USR1236,53,Male,195.0,86.0,85.6,97.4,Weight Gain,Lightly Active,22.5,1815,2496,2973,-419,3045,193,2104,17,5.6,2.0,142,Medium,190
USR1237,35,Female,164.7,75.1,74.7,67.4,Weight Loss,Sedentary,27.5,1440,1728,1227,625,1094,412,8862,16,4.8,2.2,131,Medium,112
USR1238,54,Male,172.7,77.8,80.0,84.5,Weight Gain,Lightly Active,26.8,1614,2219,2536,-148,2324,565,10630,25,8.0,3.3,159,Medium,109
USR1239,36,Female,164.0,45.6,45.0,20.3,Weight Loss,Sedentary,16.7,1134,1361,833,586,1030,194,3521,12,5.7,2.6,68,Medium,360
USR1240,64,Male,174.6,63.3,62.3,52.4,Weight Loss,Lightly Active,20.4,1399,1924,1378,647,1347,338,3351,39,5.0,2.9,110,Medium,140
USR1241,45,Female,165.7,82.8,81.8,81.8,Maintenance,Moderately Active,29.8,1468,2275,2275,151,2060,502,4698,48,8.2,1.6,122,High,0
USR1242,57,Female,169.1,77.6,75.8,75.8,Maintenance,Very Active,26.5,1369,2362,2362,296,2293,985,5612,76,5.8,2.9,143,Medium,0
USR1243,37,Female,164.4,66.1,68.3,45.3,Weight Loss,Lightly Active,25.3,1364,1876,1341,581,1661,153,2508,25,6.1,2.6,129,Medium,331
USR1244,50,Female,158.7,80.5,78.4,78.4,Maintenance,Moderately Active,31.1,1365,2116,2116,321,2133,1069,14538,58,9.4,1.3,151,High,0
USR1245,29,Female,157.5,69.3,71.8,62.7,Weight Loss,Lightly Active,28.9,1396,1920,1587,610,1491,924,17300,36,5.0,2.5,86,High,210
USR1246,32,Female,154.6,78.8,77.5,77.5,Maintenance,Lightly Active,32.4,1420,1952,1952,145,2027,482,7310,38,5.5,1.9,111,Medium,0
USR1247,58,Male,178.0,71.8,74.2,77.9,Weight Gain,Sedentary,23.4,1570,1884,2296,-311,2228,337,8190,4,6.4,1.3,97,Low,69
USR1248,56,Male,169.4,102.3,104.0,96.6,Weight Loss,Sedentary,36.2,1824,2189,1825,538,1749,579,15166,15,6.7,2.3,163,Medium,157
USR1249,19,Female,159.5,75.7,76.2,76.2,Maintenance,Very Active,30.0,1503,2593,2593,267,2495,891,3274,70,5.9,2.5,122,Medium,0
USR1250,46,Female,165.1,85.5,86.5,86.5,Maintenance,Lightly Active,31.7,1506,2071,2071,266,2199,887,15305,37,5.6,2.3,122,Medium,0
USR1251,58,Female,156.7,72.0,71.0,57.9,Weight Loss,Moderately Active,28.9,1238,1919,1490,613,1519,613,4822,51,8.8,2.1,126,Medium,235
USR1252,27,Male,173.1,85.8,86.2,86.2,Maintenance,Lightly Active,28.8,1814,2494,2494,291,2707,970,17220,32,7.3,2.0,122,Medium,0
USR1253,19,Male,175.6,77.1,75.9,68.7,Weight Loss,Lightly Active,24.6,1766,2428,2080,399,2126,170,2063,26,7.7,3.7,143,Medium,159
USR1254,28,Male,172.6,79.4,78.8,78.8,Maintenance,Lightly Active,26.5,1732,2382,2382,150,2611,500,5921,37,6.8,1.5,106,Medium,0
USR1255,30,Female,151.0,81.6,83.2,93.2,Weight Gain,Moderately Active,36.5,1465,2271,2643,-57,2741,1049,14607,47,7.3,2.7,124,Low,207
USR1256,27,Male,178.1,108.1,106.6,100.4,Weight Loss,Sedentary,33.6,2049,2459,1996,499,1957,119,2859,15,8.1,2.2,181,Low,103
USR1257,31,Male,187.2,61.2,63.2,66.5,Weight Gain,Lightly Active,18.0,1652,2272,2599,-131,2579,654,13019,30,5.8,1.7,106,Medium,78
USR1258,35,Male,174.2,57.2,56.5,64.8,Weight Gain,Lightly Active,18.6,1484,2040,2412,-312,2686,200,3547,18,7.3,2.2,71,Medium,172
USR1259,26,Male,184.6,58.1,58.3,62.6,Weight Gain,Very Active,17.1,1612,2781,3174,0,3370,1309,17651,72,7.8,1.4,109,Medium,84
USR1260,56,Female,156.2,69.4,72.1,54.5,Weight Loss,Lightly Active,29.6,1256,1727,1401,383,1633,189,4076,27,8.9,1.8,121,Low,416
USR1261,45,Male,193.4,91.8,92.9,76.8,Weight Loss,Moderately Active,24.8,1918,2973,2581,733,2430,1138,15962,44,9.3,2.2,176,Low,316
USR1262,20,Female,169.8,80.2,81.1,81.1,Maintenance,Sedentary,28.1,1611,1933,1933,31,1652,103,2436,3,7.1,1.3,154,Medium,0
USR1263,37,Male,171.6,73.5,74.8,64.1,Weight Loss,Sedentary,25.4,1640,1968,1496,602,1370,433,8085,17,8.4,2.5,122,Medium,175
USR1264,23,Male,185.1,81.6,84.1,69.2,Weight Loss,Very Active,24.5,1888,3257,2734,881,2759,1194,15908,50,4.0,1.6,162,Low,219
USR1265,44,Male,178.1,66.4,64.9,74.5,Weight Gain,Moderately Active,20.5,1547,2398,2852,-311,2755,478,5657,35,8.9,1.3,122,Medium,163
USR1266,19,Male,185.3,67.7,68.4,59.7,Weight Loss,Lightly Active,19.9,1752,2409,2051,415,2055,189,2762,38,6.1,1.6,135,Low,187
USR1267,46,Male,180.7,90.1,89.5,96.0,Weight Gain,Lightly Active,27.4,1799,2474,2857,-304,2789,265,2735,26,6.7,3.5,168,Low,131
USR1268,55,Male,158.1,96.7,93.8,108.6,Weight Gain,Sedentary,37.5,1656,1987,2414,-302,2149,416,9214,1,7.5,1.0,174,Low,267
USR1269,20,Female,161.3,50.6,48.4,51.9,Weight Gain,Moderately Active,18.6,1231,1908,2379,-300,2443,571,9584,36,6.8,2.5,76,Medium,57
USR1270,33,Male,177.5,104.9,103.8,95.1,Weight Loss,Sedentary,32.9,1987,2384,1839,701,1844,519,13856,9,7.2,1.7,142,High,123
USR1271,47,Female,165.1,58.6,59.0,44.2,Weight Loss,Moderately Active,21.6,1226,1900,1433,600,1632,442,6094,33,8.9,2.0,114,Low,244
USR1272,57,Female,162.8,74.7,77.0,65.2,Weight Loss,Lightly Active,29.1,1342,1845,1544,446,1568,482,8594,31,6.5,2.6,137,Low,302
USR1273,19,Female,164.0,74.5,76.2,76.2,Maintenance,Lightly Active,28.3,1531,2105,2105,124,2222,413,6728,33,5.7,2.5,109,Medium,0
USR1274,34,Male,182.0,103.3,103.6,91.7,Weight Loss,Very Active,31.3,2008,3464,3045,815,2922,1320,11770,67,9.2,1.8,153,High,219
USR1275,58,Male,178.0,112.5,109.9,109.9,Maintenance,Very Active,34.7,1926,3322,3322,452,3374,1506,5729,85,7.6,1.4,192,Low,0
USR1276,29,Male,183.8,76.2,74.9,81.0,Weight Gain,Lightly Active,22.2,1758,2417,2831,-254,2952,533,9241,19,9.3,2.6,119,Medium,113
USR1277,52,Male,162.7,79.8,79.0,79.0,Maintenance,Moderately Active,29.8,1552,2406,2406,173,2489,577,3076,44,8.0,2.5,100,Low,0
USR1278,60,Female,156.7,65.5,66.2,52.5,Weight Loss,Moderately Active,27.0,1180,1829,1300,740,1266,703,12472,42,5.4,2.0,87,Low,199
USR1279,18,Male,173.1,66.0,63.4,51.3,Weight Loss,Moderately Active,21.2,1631,2528,1974,702,2027,495,3830,48,7.8,2.5,114,Medium,168
USR1280,62,Male,176.2,66.1,66.3,66.3,Maintenance,Very Active,21.4,1459,2517,2517,293,2610,977,12090,51,5.8,1.9,97,High,0
USR1281,32,Female,158.2,82.0,84.4,63.3,Weight Loss,Lightly Active,33.7,1512,2079,1505,798,1685,746,14487,31,7.0,1.7,136,Medium,283
USR1282,43,Female,161.3,70.5,71.7,49.0,Weight Loss,Moderately Active,27.6,1349,2091,1757,426,1673,305,2673,34,6.9,2.2,130,High,523
USR1283,54,Female,159.1,73.1,74.9,64.9,Weight Loss,Moderately Active,29.6,1312,2034,1597,564,1429,423,2548,50,5.1,2.5,135,Medium,176
USR1284,38,Male,166.6,85.4,86.5,86.5,Maintenance,Lightly Active,31.2,1721,2366,2366,190,2241,633,11128,33,6.0,2.4,115,High,0
USR1285,48,Male,175.7,85.7,83.9,90.3,Weight Gain,Lightly Active,27.2,1702,2340,2800,-218,2822,805,16432,22,9.6,2.5,107,Low,107
USR1286,42,Female,154.9,55.8,53.5,59.0,Weight Gain,Lightly Active,22.3,1132,1556,1899,-115,1900,761,14336,30,7.3,1.7,90,Low,123
USR1287,40,Male,174.3,81.1,83.1,87.7,Weight Gain,Moderately Active,27.4,1725,2674,3026,-181,3120,570,2895,48,6.8,3.1,149,Medium,101
USR1288,41,Male,149.5,74.6,75.8,54.3,Weight Loss,Moderately Active,33.9,1492,2313,1821,645,1946,511,4569,54,9.2,2.0,100,Medium,336
USR1289,55,Male,180.5,77.6,78.1,78.1,Maintenance,Lightly Active,24.0,1639,2254,2254,166,1971,552,12279,17,6.5,2.1,117,Low,0
USR1290,45,Male,172.5,70.7,68.8,60.4,Weight Loss,Lightly Active,23.1,1546,2126,1778,461,1706,378,2913,38,6.9,1.4,130,Medium,186
USR1291,38,Male,164.2,83.2,83.8,83.8,Maintenance,Sedentary,31.1,1679,2015,2015,45,2047,149,3176,14,8.2,2.1,164,Low,0
USR1292,60,Male,182.4,73.6,70.8,55.7,Weight Loss,Sedentary,21.3,1553,1864,1425,552,1592,375,9273,2,6.5,2.5,111,Medium,265
USR1293,35,Female,171.4,76.4,74.1,56.3,Weight Loss,Lightly Active,25.2,1476,2030,1674,467,1666,369,8696,19,6.1,2.7,94,Low,385
USR1294,53,Female,164.7,74.9,73.8,65.4,Weight Loss,Lightly Active,27.2,1341,1844,1369,697,1574,740,14963,15,4.3,3.1,104,Medium,136
USR1295,52,Female,169.6,67.8,67.5,45.3,Weight Loss,Moderately Active,23.5,1314,2037,1592,572,1675,422,6865,36,5.9,2.5,94,Low,384
USR1296,62,Male,176.4,97.6,95.3,109.7,Weight Gain,Lightly Active,30.6,1750,2406,2879,-362,2936,370,6306,28,5.9,2.4,133,Medium,234
USR1297,26,Male,176.0,67.7,65.4,52.2,Weight Loss,Very Active,21.1,1629,2810,2470,615,2453,918,5273,75,7.2,1.9,104,Low,299
USR1298,55,Male,182.4,75.3,76.7,59.7,Weight Loss,Sedentary,23.1,1637,1964,1509,609,1505,512,8576,19,6.3,1.8,128,Medium,288
USR1299,47,Female,177.0,60.5,60.9,43.2,Weight Loss,Very Active,19.4,1319,2275,1960,681,2010,1219,17042,68,9.6,2.8,79,Medium,433
